segment_id,province_id,province_name,neighbor_province_id,neighbor_province_name,boundary_kind,edge_count,length
11342,2066,Samawa,2058,Al-Nukhib,same_core_shared_border,6,40.16738483526165
11343,2067,Qal a Sharqat,2060,Mosul,same_core_shared_border,6,41.32836247316853
11344,2067,Qal a Sharqat,2061,Erbil,same_core_shared_border,4,29.675624486660624
11345,2067,Qal a Sharqat,2062,Kirkuk,same_core_shared_border,9,64.11472810974116
11346,2067,Qal a Sharqat,2075,Baiji,same_core_shared_border,4,96.93908151181076
11347,2067,Qal a Sharqat,2052,Al Suwar,different_core_shared_border,3,27.15550721518206
11348,2067,Qal a Sharqat,2041,Tell Kotchek,different_core_shared_border,7,69.37753265066966
11349,2067,Qal a Sharqat,2074,Duhok,same_core_shared_border,8,40.550611850114834
11350,2068,Anah,2052,Al Suwar,different_core_shared_border,2,17.280109889280517
11351,2068,Anah,2075,Baiji,same_core_shared_border,10,90.21147038633579
11352,2068,Anah,2069,Tikrit,same_core_shared_border,4,34.101065479613005
11353,2068,Anah,2070,Samarra,same_core_shared_border,7,33.009501280014575
11354,2068,Anah,2071,Ramadi,same_core_shared_border,5,60.956059374385234
11355,2068,Anah,2057,Rutba,same_core_shared_border,9,61.385375215927226
11356,2068,Anah,2049,Abu Kemal,different_core_shared_border,5,82.94381583509313
11357,2069,Tikrit,2075,Baiji,same_core_shared_border,5,30.584906281323853
11358,2069,Tikrit,2076,Tuz Khurma,same_core_shared_border,3,29.379500193221936
11359,2069,Tikrit,2070,Samarra,same_core_shared_border,6,31.17945989469863
11360,2069,Tikrit,2068,Anah,same_core_shared_border,4,34.101065479613005
11361,2070,Samarra,2069,Tikrit,same_core_shared_border,6,31.17945989469863
11362,2070,Samarra,2076,Tuz Khurma,same_core_shared_border,8,64.89283377662728
11363,2070,Samarra,2078,Mandali,same_core_shared_border,4,22.246752846215944
11364,2070,Samarra,2072,Fallujah,same_core_shared_border,9,74.43969881207072
11365,2070,Samarra,2071,Ramadi,same_core_shared_border,5,43.815794047389055
11366,2070,Samarra,2068,Anah,same_core_shared_border,7,33.009501280014575
11367,2071,Ramadi,2070,Samarra,same_core_shared_border,5,43.815794047389055
11368,2071,Ramadi,2072,Fallujah,same_core_shared_border,6,43.58548217527698
11369,2071,Ramadi,2073,An Najaf,same_core_shared_border,3,16.552762751640046
11370,2071,Ramadi,2058,Al-Nukhib,same_core_shared_border,6,65.71549520684384
11371,2071,Ramadi,2057,Rutba,same_core_shared_border,3,30.080990880339915
11372,2071,Ramadi,2068,Anah,same_core_shared_border,5,60.956059374385234
11373,2072,Fallujah,2078,Mandali,same_core_shared_border,6,23.736940983303263
11374,2072,Fallujah,2064,Baghdad,same_core_shared_border,6,45.897487656927794
11375,2072,Fallujah,2073,An Najaf,same_core_shared_border,8,43.28011319825744
11376,2072,Fallujah,2071,Ramadi,same_core_shared_border,6,43.58548217527698
11377,2072,Fallujah,2070,Samarra,same_core_shared_border,9,74.43969881207072
11378,2073,An Najaf,2071,Ramadi,same_core_shared_border,3,16.552762751640046
11379,2073,An Najaf,2072,Fallujah,same_core_shared_border,8,43.28011319825744
11380,2073,An Najaf,2064,Baghdad,same_core_shared_border,6,37.10169766367233
11381,2073,An Najaf,2078,Mandali,same_core_shared_border,5,30.948868751734842
11382,2073,An Najaf,2065,Amara,same_core_shared_border,8,61.03258864682273
11383,2073,An Najaf,2066,Samawa,same_core_shared_border,9,89.06797176798325
11384,2073,An Najaf,2058,Al-Nukhib,same_core_shared_border,5,41.31499865783158
11385,2074,Duhok,416,Van,different_core_shared_border,10,93.53299608148596
11386,2074,Duhok,2061,Erbil,same_core_shared_border,9,93.31189148211406
11387,2074,Duhok,2060,Mosul,same_core_shared_border,8,52.73720491479291
11388,2074,Duhok,2067,Qal a Sharqat,same_core_shared_border,8,40.550611850114834
11389,2074,Duhok,2041,Tell Kotchek,different_core_shared_border,6,59.198199915528875
11390,2074,Duhok,417,Siirt,different_core_shared_border,4,34.09810225216285
11391,2075,Baiji,2067,Qal a Sharqat,same_core_shared_border,4,96.93908151181076
11392,2075,Baiji,2062,Kirkuk,same_core_shared_border,2,30.502654006978275
11393,2075,Baiji,2076,Tuz Khurma,same_core_shared_border,4,51.48758040670079
11394,2075,Baiji,2069,Tikrit,same_core_shared_border,5,30.584906281323853
11395,2075,Baiji,2068,Anah,same_core_shared_border,10,90.21147038633579
11396,2075,Baiji,2052,Al Suwar,different_core_shared_border,3,34.8113883008419
11397,2076,Tuz Khurma,2062,Kirkuk,same_core_shared_border,7,61.604254078894854
11398,2076,Tuz Khurma,2063,Kalar,same_core_shared_border,7,75.37148339583815
11399,2076,Tuz Khurma,2078,Mandali,same_core_shared_border,3,18.79069992588525
11400,2076,Tuz Khurma,2070,Samarra,same_core_shared_border,8,64.89283377662728
11401,2076,Tuz Khurma,2069,Tikrit,same_core_shared_border,3,29.379500193221936
11402,2076,Tuz Khurma,2075,Baiji,same_core_shared_border,4,51.48758040670079
11403,2077,Al Jahra,2056,Basra,same_core_shared_border,5,34.133325560164025
11404,2077,Al Jahra,,,coastline,8,59.93151460238456
11405,2077,Al Jahra,2055,Al Kuwait,same_core_shared_border,5,57.89978901923396
11406,2077,Al Jahra,,,coastline,1,11.40175425099138
11407,2077,Al Jahra,2020,Kahafa,different_core_shared_border,4,33.38881932371831
11408,2077,Al Jahra,2004,Qasr al Haiyanya,different_core_shared_border,4,56.93850299796308
11409,2077,Al Jahra,2059,Qasr'Uthaimin,same_core_shared_border,8,85.56141247560687
11410,2078,Mandali,2076,Tuz Khurma,same_core_shared_border,3,18.79069992588525
11411,2078,Mandali,2063,Kalar,same_core_shared_border,8,71.98023441609175
11412,2078,Mandali,2089,Kermanshah,different_core_shared_border,3,41.44838790267363
11413,2078,Mandali,2100,Ahvaz,different_core_shared_border,3,26.70453648370507
11414,2078,Mandali,2065,Amara,same_core_shared_border,5,45.08563214809379
11415,2078,Mandali,2073,An Najaf,same_core_shared_border,5,30.948868751734842
11416,2078,Mandali,2064,Baghdad,same_core_shared_border,6,48.76059552370958
11417,2078,Mandali,2072,Fallujah,same_core_shared_border,6,23.736940983303263
11418,2078,Mandali,2070,Samarra,same_core_shared_border,4,22.246752846215944
11419,2079,Tehran,2080,Amol,same_core_shared_border,4,50.326044167882586
11420,2079,Tehran,2098,Kashan,same_core_shared_border,5,49.502642437017
11421,2079,Tehran,2088,Karaj,same_core_shared_border,4,44.72903356668851
11422,2080,Amol,,,coastline,13,113.13839812507237
11423,2080,Amol,2097,Gorgan,same_core_shared_border,14,114.33531528245025
11424,2080,Amol,2098,Kashan,same_core_shared_border,6,96.5052311119008
11425,2080,Amol,2079,Tehran,same_core_shared_border,4,50.326044167882586
11426,2080,Amol,2088,Karaj,same_core_shared_border,7,46.17035499264857
11427,2081,Gyumri,3169,Tiflis,different_core_shared_border,4,55.948271788409414
11428,2081,Gyumri,3188,Signalki,different_core_shared_border,5,78.38088291963594
11429,2081,Gyumri,2082,Baku,same_core_shared_border,11,117.00861260061909
11430,2081,Gyumri,2086,Urmia,same_core_shared_border,6,73.33776695372977
11431,2081,Gyumri,416,Van,different_core_shared_border,5,59.59774828593087
11432,2081,Gyumri,415,Kars,different_core_shared_border,5,72.2920000133107
11433,2082,Baku,,,coastline,16,174.6542174527717
11434,2082,Baku,2085,Ardabil,same_core_shared_border,14,106.7278665108518
11435,2082,Baku,2084,Tabriz,same_core_shared_border,3,25.491281282410874
11436,2082,Baku,2086,Urmia,same_core_shared_border,5,34.4677774576906
11437,2082,Baku,2081,Gyumri,same_core_shared_border,11,117.00861260061909
11438,2082,Baku,3188,Signalki,different_core_shared_border,3,34.9667058292343
11439,2082,Baku,3192,Petrovsk,different_core_shared_border,6,56.02933590151369
11440,2083,Reshawar,2131,Gilgit,same_core_shared_border,7,74.50984133308626
11441,2083,Reshawar,2090,Abbottabad,same_core_shared_border,8,75.18118090797248
11442,2083,Reshawar,2142,Bannu,same_core_shared_border,13,140.73405942269946
11443,2083,Reshawar,2116,Ghazni,different_core_shared_border,3,22.224050256948424
11444,2083,Reshawar,2111,Jelalabad,different_core_shared_border,10,109.1844507039182
11445,2084,Tabriz,2082,Baku,same_core_shared_border,3,25.491281282410874
11446,2084,Tabriz,2085,Ardabil,same_core_shared_border,4,39.0959944352152
11447,2084,Tabriz,2087,Zanjan,same_core_shared_border,4,24.627510415926718
11448,2084,Tabriz,2086,Urmia,same_core_shared_border,5,59.97954227324813
11449,2085,Ardabil,,,coastline,12,142.69241855183697
11450,2085,Ardabil,2088,Karaj,same_core_shared_border,6,49.43561710446258
11451,2085,Ardabil,2087,Zanjan,same_core_shared_border,12,109.46163393774626
11452,2085,Ardabil,2084,Tabriz,same_core_shared_border,4,39.0959944352152
11453,2085,Ardabil,2082,Baku,same_core_shared_border,14,106.7278665108518
11454,2086,Urmia,2081,Gyumri,same_core_shared_border,6,73.33776695372977
11455,2086,Urmia,2082,Baku,same_core_shared_border,5,34.4677774576906
11456,2086,Urmia,2084,Tabriz,same_core_shared_border,5,59.97954227324813
11457,2086,Urmia,2087,Zanjan,same_core_shared_border,10,90.83758544100417
11458,2086,Urmia,2061,Erbil,different_core_shared_border,7,74.24279555146217
11459,2086,Urmia,416,Van,different_core_shared_border,5,113.91866732931746
11460,2087,Zanjan,2086,Urmia,same_core_shared_border,10,90.83758544100417
11461,2087,Zanjan,2084,Tabriz,same_core_shared_border,4,24.627510415926718
11462,2087,Zanjan,2085,Ardabil,same_core_shared_border,12,109.46163393774626
11463,2087,Zanjan,2088,Karaj,same_core_shared_border,9,94.84020064959628
11464,2087,Zanjan,2089,Kermanshah,same_core_shared_border,7,51.28806195833514
11465,2087,Zanjan,2063,Kalar,different_core_shared_border,3,40.09752124499667
11466,2087,Zanjan,2062,Kirkuk,different_core_shared_border,14,86.8192163759307
11467,2087,Zanjan,2061,Erbil,different_core_shared_border,4,50.056112632350235
11468,2088,Karaj,2085,Ardabil,same_core_shared_border,6,49.43561710446258
11469,2088,Karaj,,,coastline,12,105.65710950034284
11470,2088,Karaj,2080,Amol,same_core_shared_border,7,46.17035499264857
11471,2088,Karaj,2079,Tehran,same_core_shared_border,4,44.72903356668851
11472,2088,Karaj,2098,Kashan,same_core_shared_border,9,88.62115047667413
11473,2088,Karaj,2089,Kermanshah,same_core_shared_border,8,73.62160223376718
11474,2088,Karaj,2087,Zanjan,same_core_shared_border,9,94.84020064959628
11475,2089,Kermanshah,2087,Zanjan,same_core_shared_border,7,51.28806195833514
11476,2089,Kermanshah,2088,Karaj,same_core_shared_border,8,73.62160223376718
11477,2089,Kermanshah,2098,Kashan,same_core_shared_border,7,94.89059764764534
11478,2089,Kermanshah,2099,Isfahan,same_core_shared_border,5,70.07729805354346
11479,2089,Kermanshah,2100,Ahvaz,same_core_shared_border,13,107.22658156493478
11480,2089,Kermanshah,2078,Mandali,different_core_shared_border,3,41.44838790267363
11481,2089,Kermanshah,2063,Kalar,different_core_shared_border,6,83.01665539101023
11482,2090,Abbottabad,2131,Gilgit,same_core_shared_border,6,43.081327522244045
11483,2090,Abbottabad,2130,Astor,different_core_shared_border,7,65.77854204211653
11484,2090,Abbottabad,,,coastline,11,93.69499740262272
11485,2090,Abbottabad,2132,Rawalpindi,same_core_shared_border,6,41.11369528843301
11486,2090,Abbottabad,2142,Bannu,same_core_shared_border,3,6.242640687119286
11487,2090,Abbottabad,2083,Reshawar,same_core_shared_border,8,75.18118090797248
11488,2091,Bandar Busher,2099,Isfahan,same_core_shared_border,10,109.03899551359498
11489,2091,Bandar Busher,2101,Shiraz,same_core_shared_border,4,62.08816736044643
11490,2091,Bandar Busher,2102,Sirjan,same_core_shared_border,1,63.953107821277925
11491,2091,Bandar Busher,,,coastline,19,166.49228767880786
11492,2091,Bandar Busher,2100,Ahvaz,same_core_shared_border,5,60.08835746920689
11493,2092,Bandar Abbas,2103,Gonbaki,same_core_shared_border,5,38.60185033890365
11494,2092,Bandar Abbas,,,coastline,7,34.708085945521354
11495,2092,Bandar Abbas,2102,Sirjan,same_core_shared_border,6,58.02173748732878
11496,2093,Chabahar,2094,Zahedan,same_core_shared_border,13,140.6869315109018
11497,2093,Chabahar,2138,Dalbandin,different_core_shared_border,1,8.94427190999916
11498,2093,Chabahar,2137,Isai Kalat,different_core_shared_border,10,74.10776879102065
11499,2093,Chabahar,2125,Gwadar,different_core_shared_border,6,79.32569801424242
11500,2093,Chabahar,,,coastline,17,139.42304774191024
11501,2093,Chabahar,2103,Gonbaki,same_core_shared_border,10,130.47089316741327
11502,2094,Zahedan,2095,Kerman,same_core_shared_border,6,39.39724560060633
11503,2094,Zahedan,2105,Tabas,same_core_shared_border,4,17.854578256668148
11504,2094,Zahedan,2106,Birjand,same_core_shared_border,8,98.96811914355142
11505,2094,Zahedan,2121,Deshu,different_core_shared_border,6,75.34996725805294
11506,2094,Zahedan,2138,Dalbandin,different_core_shared_border,9,114.13511655075816
11507,2094,Zahedan,2093,Chabahar,same_core_shared_border,13,140.6869315109018
11508,2094,Zahedan,2103,Gonbaki,same_core_shared_border,8,100.65802126542016
11509,2095,Kerman,2105,Tabas,same_core_shared_border,5,52.841796449532396
11510,2095,Kerman,2094,Zahedan,same_core_shared_border,6,39.39724560060633
11511,2095,Kerman,2103,Gonbaki,same_core_shared_border,4,42.32247690861038
11512,2095,Kerman,2102,Sirjan,same_core_shared_border,5,41.81276279679445
11513,2096,Mashhad,3118,Bäherden,different_core_shared_border,7,85.64175557176918
11514,2096,Mashhad,3111,Anau,different_core_shared_border,6,96.32051108563745
11515,2096,Mashhad,2113,Herat,different_core_shared_border,4,26.545744514301994
11516,2096,Mashhad,2107,Gonabad,same_core_shared_border,8,119.9556547112527
11517,2096,Mashhad,2097,Gorgan,same_core_shared_border,15,163.90173963590945
11518,2096,Mashhad,3117,Kyzyl-Arvat,different_core_shared_border,3,33.26169706786755
11519,2097,Gorgan,,,coastline,8,60.57921797431209
11520,2097,Gorgan,3117,Kyzyl-Arvat,different_core_shared_border,5,68.53824308737362
11521,2097,Gorgan,2096,Mashhad,same_core_shared_border,15,163.90173963590945
11522,2097,Gorgan,2107,Gonabad,same_core_shared_border,10,101.45094996811846
11523,2097,Gorgan,2104,Khur,same_core_shared_border,2,21.23021550861984
11524,2097,Gorgan,2098,Kashan,same_core_shared_border,6,47.10110561194517
11525,2097,Gorgan,2080,Amol,same_core_shared_border,14,114.33531528245025
11526,2098,Kashan,2088,Karaj,same_core_shared_border,9,88.62115047667413
11527,2098,Kashan,2079,Tehran,same_core_shared_border,5,49.502642437017
11528,2098,Kashan,2080,Amol,same_core_shared_border,6,96.5052311119008
11529,2098,Kashan,2097,Gorgan,same_core_shared_border,6,47.10110561194517
11530,2098,Kashan,2104,Khur,same_core_shared_border,7,87.73055396119155
11531,2098,Kashan,2099,Isfahan,same_core_shared_border,8,111.55817489787152
11532,2098,Kashan,2089,Kermanshah,same_core_shared_border,7,94.89059764764534
11533,2099,Isfahan,2104,Khur,same_core_shared_border,10,114.30235897478056
11534,2099,Isfahan,2102,Sirjan,same_core_shared_border,4,28.41492231520319
11535,2099,Isfahan,2101,Shiraz,same_core_shared_border,2,24.186773244895647
11536,2099,Isfahan,2091,Bandar Busher,same_core_shared_border,10,109.03899551359498
11537,2099,Isfahan,2100,Ahvaz,same_core_shared_border,5,48.38172765202341
11538,2099,Isfahan,2089,Kermanshah,same_core_shared_border,5,70.07729805354346
11539,2099,Isfahan,2098,Kashan,same_core_shared_border,8,111.55817489787152
11540,2100,Ahvaz,2089,Kermanshah,same_core_shared_border,13,107.22658156493478
11541,2100,Ahvaz,2099,Isfahan,same_core_shared_border,5,48.38172765202341
11542,2100,Ahvaz,2091,Bandar Busher,same_core_shared_border,5,60.08835746920689
11543,2100,Ahvaz,,,coastline,17,164.38849890021274
11544,2100,Ahvaz,2056,Basra,different_core_shared_border,3,31.27159774016389
11545,2100,Ahvaz,2065,Amara,different_core_shared_border,8,115.5347581566193
11546,2100,Ahvaz,2078,Mandali,different_core_shared_border,3,26.70453648370507
11547,2101,Shiraz,2091,Bandar Busher,same_core_shared_border,4,62.08816736044643
11548,2101,Shiraz,2099,Isfahan,same_core_shared_border,2,24.186773244895647
11549,2101,Shiraz,2102,Sirjan,same_core_shared_border,7,88.39721333015461
11550,2102,Sirjan,2105,Tabas,same_core_shared_border,6,55.05129145607296
11551,2102,Sirjan,2095,Kerman,same_core_shared_border,5,41.81276279679445
11552,2102,Sirjan,2103,Gonbaki,same_core_shared_border,9,95.94061826912868
11553,2102,Sirjan,2092,Bandar Abbas,same_core_shared_border,6,58.02173748732878
11554,2102,Sirjan,,,coastline,21,195.9449138767954
11555,2102,Sirjan,2091,Bandar Busher,same_core_shared_border,1,63.953107821277925
11556,2102,Sirjan,2101,Shiraz,same_core_shared_border,7,88.39721333015461
11557,2102,Sirjan,2099,Isfahan,same_core_shared_border,4,28.41492231520319
11558,2102,Sirjan,2104,Khur,same_core_shared_border,10,108.75913194166633
11559,2103,Gonbaki,2095,Kerman,same_core_shared_border,4,42.32247690861038
11560,2103,Gonbaki,2094,Zahedan,same_core_shared_border,8,100.65802126542016
11561,2103,Gonbaki,2093,Chabahar,same_core_shared_border,10,130.47089316741327
11562,2103,Gonbaki,,,coastline,18,150.03850917887343
11563,2103,Gonbaki,2092,Bandar Abbas,same_core_shared_border,5,38.60185033890365
11564,2103,Gonbaki,2102,Sirjan,same_core_shared_border,9,95.94061826912868
11565,2104,Khur,2098,Kashan,same_core_shared_border,7,87.73055396119155
11566,2104,Khur,2097,Gorgan,same_core_shared_border,2,21.23021550861984
11567,2104,Khur,2107,Gonabad,same_core_shared_border,3,34.91846898522553
11568,2104,Khur,2105,Tabas,same_core_shared_border,11,138.91611273878274
11569,2104,Khur,2102,Sirjan,same_core_shared_border,10,108.75913194166633
11570,2104,Khur,2099,Isfahan,same_core_shared_border,10,114.30235897478056
11571,2105,Tabas,2107,Gonabad,same_core_shared_border,5,77.71443900564964
11572,2105,Tabas,2106,Birjand,same_core_shared_border,8,116.25496338261576
11573,2105,Tabas,2094,Zahedan,same_core_shared_border,4,17.854578256668148
11574,2105,Tabas,2095,Kerman,same_core_shared_border,5,52.841796449532396
11575,2105,Tabas,2102,Sirjan,same_core_shared_border,6,55.05129145607296
11576,2105,Tabas,2104,Khur,same_core_shared_border,11,138.91611273878274
11577,2106,Birjand,2107,Gonabad,same_core_shared_border,11,96.34642493954259
11578,2106,Birjand,2113,Herat,different_core_shared_border,2,20.638345536096118
11579,2106,Birjand,2115,Farah,different_core_shared_border,7,110.78273954273502
11580,2106,Birjand,2121,Deshu,different_core_shared_border,3,32.44711526817864
11581,2106,Birjand,2094,Zahedan,same_core_shared_border,8,98.96811914355142
11582,2106,Birjand,2105,Tabas,same_core_shared_border,8,116.25496338261576
11583,2107,Gonabad,2096,Mashhad,same_core_shared_border,8,119.9556547112527
11584,2107,Gonabad,2113,Herat,different_core_shared_border,8,113.59205185060189
11585,2107,Gonabad,2106,Birjand,same_core_shared_border,11,96.34642493954259
11586,2107,Gonabad,2105,Tabas,same_core_shared_border,5,77.71443900564964
11587,2107,Gonabad,2104,Khur,same_core_shared_border,3,34.91846898522553
11588,2107,Gonabad,2097,Gorgan,same_core_shared_border,10,101.45094996811846
11589,2108,Kalgan,2109,Kweihwa,same_core_shared_border,9,153.71753677001078
11590,2108,Kalgan,2033,Sharamuren,same_core_shared_border,3,38.04711946868524
11591,2108,Kalgan,2402,Mangan,same_core_shared_border,5,66.38858209197974
11592,2108,Kalgan,2429,Uniket,same_core_shared_border,5,92.79339802859383
11593,2108,Kalgan,,,coastline,22,320.65576442631755
11594,2109,Kweihwa,,,coastline,6,80.1443947911571
11595,2109,Kweihwa,2286,Soping,different_core_shared_border,1,14.317821063276353
11596,2109,Kweihwa,,,coastline,2,40.809029275374414
11597,2109,Kweihwa,2560,Baiyin,different_core_shared_border,2,59.15210162047991
11598,2109,Kweihwa,2484,Hangkin,same_core_shared_border,8,90.51886648363865
11599,2109,Kweihwa,2485,Ashan,same_core_shared_border,5,80.0171859444092
11600,2109,Kweihwa,,,coastline,11,159.564526642114
11601,2109,Kweihwa,2402,Mangan,same_core_shared_border,4,30.172625977327808
11602,2109,Kweihwa,2033,Sharamuren,same_core_shared_border,7,67.01705940964563
11603,2109,Kweihwa,2108,Kalgan,same_core_shared_border,9,153.71753677001078
11604,2110,Kabul,2111,Jelalabad,same_core_shared_border,6,55.305218086302126
11605,2110,Kabul,2116,Ghazni,same_core_shared_border,4,32.101059768865966
11606,2110,Kabul,2117,Bamyan,same_core_shared_border,6,62.393484464473104
11607,2111,Jelalabad,2118,Faizabad,same_core_shared_border,5,69.25134300712254
11608,2111,Jelalabad,2472,Kargilik,different_core_shared_border,3,28.186869545796657
11609,2111,Jelalabad,2131,Gilgit,different_core_shared_border,5,71.31349118315755
11610,2111,Jelalabad,2083,Reshawar,different_core_shared_border,10,109.1844507039182
11611,2111,Jelalabad,2116,Ghazni,same_core_shared_border,8,72.11965363191695
11612,2111,Jelalabad,2110,Kabul,same_core_shared_border,6,55.305218086302126
11613,2111,Jelalabad,2117,Bamyan,same_core_shared_border,6,48.47775746296314
11614,2112,Mazar-i-Sherif,3122,Termiz,different_core_shared_border,5,76.7749122242154
11615,2112,Mazar-i-Sherif,2118,Faizabad,same_core_shared_border,9,91.34563629191277
11616,2112,Mazar-i-Sherif,2117,Bamyan,same_core_shared_border,7,70.52221703697525
11617,2112,Mazar-i-Sherif,2119,Chaghcharān,same_core_shared_border,9,87.73280314198034
11618,2112,Mazar-i-Sherif,3113,Mary,different_core_shared_border,7,88.86952271667593
11619,2113,Herat,3111,Anau,different_core_shared_border,9,94.54856498460477
11620,2113,Herat,2119,Chaghcharān,same_core_shared_border,6,91.31680509879844
11621,2113,Herat,2120,Zirni,same_core_shared_border,4,21.421984857895684
11622,2113,Herat,2115,Farah,same_core_shared_border,10,128.82037513758306
11623,2113,Herat,2106,Birjand,different_core_shared_border,2,20.638345536096118
11624,2113,Herat,2107,Gonabad,different_core_shared_border,8,113.59205185060189
11625,2113,Herat,2096,Mashhad,different_core_shared_border,4,26.545744514301994
11626,2114,Kandahar,2115,Farah,same_core_shared_border,2,23.601470508735446
11627,2114,Kandahar,2120,Zirni,same_core_shared_border,7,107.03192978488295
11628,2114,Kandahar,2116,Ghazni,same_core_shared_border,8,87.68988041299575
11629,2114,Kandahar,2134,Loralai,different_core_shared_border,6,74.31405724945883
11630,2114,Kandahar,2122,Kalat,different_core_shared_border,7,67.63889230511988
11631,2114,Kandahar,2138,Dalbandin,different_core_shared_border,2,13.153830342163694
11632,2114,Kandahar,2121,Deshu,same_core_shared_border,10,125.14949718617761
11633,2115,Farah,2113,Herat,same_core_shared_border,10,128.82037513758306
11634,2115,Farah,2120,Zirni,same_core_shared_border,9,91.43790979227141
11635,2115,Farah,2114,Kandahar,same_core_shared_border,2,23.601470508735446
11636,2115,Farah,2121,Deshu,same_core_shared_border,12,121.26621229576219
11637,2115,Farah,2106,Birjand,different_core_shared_border,7,110.78273954273502
11638,2116,Ghazni,2117,Bamyan,same_core_shared_border,5,65.34240096260555
11639,2116,Ghazni,2110,Kabul,same_core_shared_border,4,32.101059768865966
11640,2116,Ghazni,2111,Jelalabad,same_core_shared_border,8,72.11965363191695
11641,2116,Ghazni,2083,Reshawar,different_core_shared_border,3,22.224050256948424
11642,2116,Ghazni,2142,Bannu,different_core_shared_border,9,85.22334445054105
11643,2116,Ghazni,2141,Dera Ismail Khan,different_core_shared_border,4,41.946328004297904
11644,2116,Ghazni,2134,Loralai,different_core_shared_border,5,35.36400230974518
11645,2116,Ghazni,2114,Kandahar,same_core_shared_border,8,87.68988041299575
11646,2116,Ghazni,2120,Zirni,same_core_shared_border,2,22.704699910719626
11647,2117,Bamyan,2112,Mazar-i-Sherif,same_core_shared_border,7,70.52221703697525
11648,2117,Bamyan,2118,Faizabad,same_core_shared_border,7,63.090876688951916
11649,2117,Bamyan,2111,Jelalabad,same_core_shared_border,6,48.47775746296314
11650,2117,Bamyan,2110,Kabul,same_core_shared_border,6,62.393484464473104
11651,2117,Bamyan,2116,Ghazni,same_core_shared_border,5,65.34240096260555
11652,2117,Bamyan,2120,Zirni,same_core_shared_border,6,74.00980792159616
11653,2117,Bamyan,2119,Chaghcharān,same_core_shared_border,9,103.09510453234918
11654,2118,Faizabad,3132,Murghab,different_core_shared_border,3,21.927748389792256
11655,2118,Faizabad,2472,Kargilik,different_core_shared_border,12,108.246807798502
11656,2118,Faizabad,2111,Jelalabad,same_core_shared_border,5,69.25134300712254
11657,2118,Faizabad,2117,Bamyan,same_core_shared_border,7,63.090876688951916
11658,2118,Faizabad,2112,Mazar-i-Sherif,same_core_shared_border,9,91.34563629191277
11659,2118,Faizabad,3122,Termiz,different_core_shared_border,7,71.18005893183854
11660,2119,Chaghcharān,3111,Anau,different_core_shared_border,5,41.65954239345218
11661,2119,Chaghcharān,3113,Mary,different_core_shared_border,5,54.1660740410516
11662,2119,Chaghcharān,2112,Mazar-i-Sherif,same_core_shared_border,9,87.73280314198034
11663,2119,Chaghcharān,2117,Bamyan,same_core_shared_border,9,103.09510453234918
11664,2119,Chaghcharān,2120,Zirni,same_core_shared_border,6,110.66230961287958
11665,2119,Chaghcharān,2113,Herat,same_core_shared_border,6,91.31680509879844
11666,2120,Zirni,2113,Herat,same_core_shared_border,4,21.421984857895684
11667,2120,Zirni,2119,Chaghcharān,same_core_shared_border,6,110.66230961287958
11668,2120,Zirni,2117,Bamyan,same_core_shared_border,6,74.00980792159616
11669,2120,Zirni,2116,Ghazni,same_core_shared_border,2,22.704699910719626
11670,2120,Zirni,2114,Kandahar,same_core_shared_border,7,107.03192978488295
11671,2120,Zirni,2115,Farah,same_core_shared_border,9,91.43790979227141
11672,2121,Deshu,2114,Kandahar,same_core_shared_border,10,125.14949718617761
11673,2121,Deshu,2138,Dalbandin,different_core_shared_border,8,147.91939457449402
11674,2121,Deshu,2094,Zahedan,different_core_shared_border,6,75.34996725805294
11675,2121,Deshu,2106,Birjand,different_core_shared_border,3,32.44711526817864
11676,2121,Deshu,2115,Farah,same_core_shared_border,12,121.26621229576219
11677,2122,Kalat,2134,Loralai,same_core_shared_border,6,41.28881926436242
11678,2122,Kalat,2123,Quetta,same_core_shared_border,6,48.723134727564506
11679,2122,Kalat,2290,Sibi,same_core_shared_border,9,97.52087504166268
11680,2122,Kalat,2136,Shikarpur,same_core_shared_border,10,89.52050536568214
11681,2122,Kalat,2137,Isai Kalat,same_core_shared_border,9,98.21234219607102
11682,2122,Kalat,2138,Dalbandin,same_core_shared_border,9,74.55260830861492
11683,2122,Kalat,2114,Kandahar,different_core_shared_border,7,67.63889230511988
11684,2123,Quetta,2290,Sibi,same_core_shared_border,5,38.73992987862688
11685,2123,Quetta,2122,Kalat,same_core_shared_border,6,48.723134727564506
11686,2123,Quetta,2134,Loralai,same_core_shared_border,6,48.15908143696524
11687,2124,Karachi,2136,Shikarpur,same_core_shared_border,6,40.56993889097563
11688,2124,Karachi,2139,Hyderabad (PK),same_core_shared_border,5,26.638175340937455
11689,2124,Karachi,,,coastline,7,49.595363669824295
11690,2125,Gwadar,2137,Isai Kalat,same_core_shared_border,15,129.70663302689428
11691,2125,Gwadar,2147,Hinglaj,same_core_shared_border,4,32.11768503213202
11692,2125,Gwadar,,,coastline,20,123.92764689608843
11693,2125,Gwadar,2093,Chabahar,different_core_shared_border,6,79.32569801424242
11694,2126,Srinagar,2130,Astor,same_core_shared_border,5,42.91624541302537
11695,2126,Srinagar,2127,Jammu,same_core_shared_border,10,91.95386257808688
11696,2126,Srinagar,,,coastline,1,4.47213595499958
11697,2127,Jammu,2126,Srinagar,same_core_shared_border,10,91.95386257808688
