province_id,province_name,initial_owner_id,initial_owner_name,initial_owner_color,core_country_id,captured_day0_owner_id,core_matches_captured_owner
1022,Caracas,59,Venezuela,#74798B,59,59,True
1023,Cumaná,59,Venezuela,#74798B,59,59,True
1024,Maturín,59,Venezuela,#74798B,59,59,True
1025,Ciudad Bolívar,59,Venezuela,#74798B,59,59,True
1026,Calabozo,59,Venezuela,#74798B,59,59,True
1027,Canaima,59,Venezuela,#74798B,59,59,True
1028,Urimán,59,Venezuela,#74798B,59,59,True
1029,Firiña,59,Venezuela,#74798B,59,59,True
1030,Zaraza,59,Venezuela,#74798B,59,59,True
1031,Guarataro,59,Venezuela,#74798B,59,59,True
1032,San Juan de Manapiare,59,Venezuela,#74798B,59,59,True
1033,Tamatama,59,Venezuela,#74798B,59,59,True
1034,La Esmeralda,59,Venezuela,#74798B,59,59,True
1035,Bruno,59,Venezuela,#74798B,59,59,True
1036,Machiques,59,Venezuela,#74798B,59,59,True
1037,Barinas,59,Venezuela,#74798B,59,59,True
1038,Arismendi,59,Venezuela,#74798B,59,59,True
1039,Elorza,59,Venezuela,#74798B,59,59,True
1040,Maripa,59,Venezuela,#74798B,59,59,True
1041,Parguaza,59,Venezuela,#74798B,59,59,True
1042,Paramaribo,66,Guyana,#BF794E,66,66,True
1043,Georgetown,66,Guyana,#BF794E,66,66,True
1044,Cayenne,66,Guyana,#BF794E,66,66,True
1045,Bienvenue,66,Guyana,#BF794E,66,66,True
1046,Lelydorp,66,Guyana,#BF794E,66,66,True
1047,Apetina,66,Guyana,#BF794E,66,66,True
1048,Kwakwani,66,Guyana,#BF794E,66,66,True
1049,Kumaka,66,Guyana,#BF794E,66,66,True
1050,Baramita,66,Guyana,#BF794E,66,66,True
1051,Dadanawa,66,Guyana,#BF794E,66,66,True
1052,Nuuk,183,Greenland,#87A89D,183,183,True
1053,Nicholls Town,58,Caribbean,#7A8150,58,58,True
1054,Congo Town,58,Caribbean,#7A8150,58,58,True
1055,Nueva Gerona,58,Caribbean,#7A8150,58,58,True
1056,Nassau,58,Caribbean,#7A8150,58,58,True
1057,Hilo,28,Hawaii,#6990A4,28,28,True
1058,Lahaina,28,Hawaii,#6990A4,28,28,True
1059,Honululu,28,Hawaii,#6990A4,28,28,True
1060,Lihue,28,Hawaii,#6990A4,28,28,True
1061,Johnston Atoll,29,Johnston Atoll,#BF794E,29,29,True
1062,Sand Island,27,Midway,#6D9368,27,27,True
1063,Eastern Island,27,Midway,#6D9368,27,27,True
1064,La Paz,184,Bolivia,#C25E53,184,184,True
1065,Coarí,63,West Amazonas,#819254,63,63,True
1066,Içana,63,West Amazonas,#819254,63,63,True
1067,Taraquá,63,West Amazonas,#819254,63,63,True
1068,Benjamin Constant,63,West Amazonas,#819254,63,63,True
1069,Eirunepé,63,West Amazonas,#819254,63,63,True
1070,Envira,63,West Amazonas,#819254,63,63,True
1071,Jutaí,63,West Amazonas,#819254,63,63,True
1072,Pauini,63,West Amazonas,#819254,63,63,True
1073,Boca do Acre,63,West Amazonas,#819254,63,63,True
1074,Concórdia,63,West Amazonas,#819254,63,63,True
1075,São Paulo de Olivença,63,West Amazonas,#819254,63,63,True
1076,Manaus,64,East Amazonas,#85ACBE,64,64,True
1077,Manicoré,64,East Amazonas,#85ACBE,64,64,True
1078,Itacoatiara,64,East Amazonas,#85ACBE,64,64,True
1079,Urucará,64,East Amazonas,#85ACBE,64,64,True
1080,Moura,64,East Amazonas,#85ACBE,64,64,True
1081,Barcelos,64,East Amazonas,#85ACBE,64,64,True
1082,Maraã,63,West Amazonas,#819254,63,63,True
1083,Tefé,64,East Amazonas,#85ACBE,64,64,True
1084,Coari,64,East Amazonas,#85ACBE,64,64,True
1085,Borba,64,East Amazonas,#85ACBE,64,64,True
1086,Novo Aripuanã,64,East Amazonas,#85ACBE,64,64,True
1087,Humaitá,64,East Amazonas,#85ACBE,64,64,True
1088,Canutama,64,East Amazonas,#85ACBE,64,64,True
1089,Sumaúma,64,East Amazonas,#85ACBE,64,64,True
1090,Prainha,64,East Amazonas,#85ACBE,64,64,True
1091,Miriti,64,East Amazonas,#85ACBE,64,64,True
1092,Sucundurí,64,East Amazonas,#85ACBE,64,64,True
1093,Codajás,64,East Amazonas,#85ACBE,64,64,True
1094,Boa Vista,65,North Brazil,#96AC80,65,65,True
1095,Tomar,64,East Amazonas,#85ACBE,64,64,True
1096,Porto Velho,64,East Amazonas,#85ACBE,64,64,True
1097,Cujubim,64,East Amazonas,#85ACBE,64,64,True
1098,Jaru,64,East Amazonas,#85ACBE,64,64,True
1099,Cacoal,64,East Amazonas,#85ACBE,64,64,True
1100,São Francisco do Guaporé,64,East Amazonas,#85ACBE,64,64,True
1101,Abunã,64,East Amazonas,#85ACBE,64,64,True
1102,Caracaraí,65,North Brazil,#96AC80,65,65,True
1103,Macapá,65,North Brazil,#96AC80,65,65,True
1104,Belém,65,North Brazil,#96AC80,65,65,True
1105,Santarém,65,North Brazil,#96AC80,65,65,True
1106,Marabá,65,North Brazil,#96AC80,65,65,True
1107,Parauapebas,65,North Brazil,#96AC80,65,65,True
1108,Itaituba,65,North Brazil,#96AC80,65,65,True
1109,Matane,38,Quebec,#E5BB5F,38,38,True
1110,Rivière-du-Loup,38,Quebec,#E5BB5F,38,38,True
1111,Cap-Haïtien,58,Caribbean,#7A8150,58,58,True
1112,Lisboa,61,Ecuador,#AF5244,61,61,True
1113,Cajamarca,62,Peru,#9B6A28,62,62,True
1114,Chimbote,62,Peru,#9B6A28,62,62,True
1115,Shintuya,62,Peru,#9B6A28,62,62,True
1116,Camaná,62,Peru,#9B6A28,62,62,True
1117,São Luís,70,Maranhão,#C14858,70,70,True
1118,Fortaleza,70,Maranhão,#C14858,70,70,True
1119,Teresina,70,Maranhão,#C14858,70,70,True
1120,Natal,70,Maranhão,#C14858,70,70,True
1121,Pinheiro,70,Maranhão,#C14858,70,70,True
1122,Imperatriz,70,Maranhão,#C14858,70,70,True
1123,Balsas,70,Maranhão,#C14858,70,70,True
1124,Corrente,70,Maranhão,#C14858,70,70,True
1125,Floriano,70,Maranhão,#C14858,70,70,True
1126,Canto do Buriti,70,Maranhão,#C14858,70,70,True
1127,Uruçuí,70,Maranhão,#C14858,70,70,True
1128,São Raimundo Nonato,70,Maranhão,#C14858,70,70,True
1129,Barra do Corda,70,Maranhão,#C14858,70,70,True
1130,Bacabal,70,Maranhão,#C14858,70,70,True
1131,Grajaú,70,Maranhão,#C14858,70,70,True
1132,Buriticupu,70,Maranhão,#C14858,70,70,True
1133,Sobral,70,Maranhão,#C14858,70,70,True
1134,Parnaíba,70,Maranhão,#C14858,70,70,True
1135,Piripiri,70,Maranhão,#C14858,70,70,True
1136,Maracanaú,70,Maranhão,#C14858,70,70,True
1137,Mossoró,70,Maranhão,#C14858,70,70,True
1138,Caicó,70,Maranhão,#C14858,70,70,True
1139,Parnamirim,70,Maranhão,#C14858,70,70,True
1140,Crateús,70,Maranhão,#C14858,70,70,True
1141,Picos,70,Maranhão,#C14858,70,70,True
1142,Iguatu,70,Maranhão,#C14858,70,70,True
1143,Juazeiro d. N.,70,Maranhão,#C14858,70,70,True
1144,Morros,70,Maranhão,#C14858,70,70,True
1145,Araguaína,67,North Goiás,#9EB1A3,67,67,True
1146,Miracema,67,North Goiás,#9EB1A3,67,67,True
1147,Alvorada,67,North Goiás,#9EB1A3,67,67,True
1148,Guarai,67,North Goiás,#9EB1A3,67,67,True
1149,Arraias,67,North Goiás,#9EB1A3,67,67,True
1150,Pium,67,North Goiás,#9EB1A3,67,67,True
1151,Estrema,67,North Goiás,#9EB1A3,67,67,True
1152,Recife,69,Pernambuco,#6C989C,69,69,True
1153,Campina Grande,70,Maranhão,#C14858,70,70,True
1154,Maceió,69,Pernambuco,#6C989C,69,69,True
1155,Ouricuri,69,Pernambuco,#6C989C,69,69,True
1156,Salta,77,North Argentina,#96A87D,77,77,True
1157,Córdoba (AR),77,North Argentina,#96A87D,77,77,True
1158,Buenos Aires,77,North Argentina,#96A87D,77,77,True
1159,Mendoza,77,North Argentina,#96A87D,77,77,True
1160,Bahía Blanca,78,South Argentina,#CCB084,78,78,True
1161,Mar del Plata,77,North Argentina,#96A87D,77,77,True
1162,Tandil,77,North Argentina,#96A87D,77,77,True
1163,Calilegua,77,North Argentina,#96A87D,77,77,True
1164,Cafayate,77,North Argentina,#96A87D,77,77,True
1165,San Rafael,77,North Argentina,#96A87D,77,77,True
1166,La Reforma,77,North Argentina,#96A87D,77,77,True
1167,Santa Rosa,77,North Argentina,#96A87D,77,77,True
1168,Lusaka,107,Northern Rhodesia,#EAD993,107,107,True
1169,Urucu,64,East Amazonas,#85ACBE,64,64,True
1170,Lábrea,64,East Amazonas,#85ACBE,64,64,True
1171,Meditação,64,East Amazonas,#85ACBE,64,64,True
1172,Bragança,65,North Brazil,#96AC80,65,65,True
1173,Boate,65,North Brazil,#96AC80,65,65,True
1174,Tucuruí,65,North Brazil,#96AC80,65,65,True
1175,Primavera,65,North Brazil,#96AC80,65,65,True
1176,Cachimbo,65,North Brazil,#96AC80,65,65,True
1177,Airi,65,North Brazil,#96AC80,65,65,True
1178,Vitória (BR),65,North Brazil,#96AC80,65,65,True
1179,São Félix,65,North Brazil,#96AC80,65,65,True
1180,Natal (BR),65,North Brazil,#96AC80,65,65,True
1181,Alenquer,65,North Brazil,#96AC80,65,65,True
1182,Amapá,65,North Brazil,#96AC80,65,65,True
1183,Cachorrinho,65,North Brazil,#96AC80,65,65,True
1184,Tacalé,65,North Brazil,#96AC80,65,65,True
1185,Estrela,65,North Brazil,#96AC80,65,65,True
1186,Samaumeira,65,North Brazil,#96AC80,65,65,True
1187,Santa Maria do Boiaçu,65,North Brazil,#96AC80,65,65,True
1188,Monte Alegre,65,North Brazil,#96AC80,65,65,True
1189,São Marcos,65,North Brazil,#96AC80,65,65,True
1190,Fondlándia,65,North Brazil,#96AC80,65,65,True
1191,Muaná,65,North Brazil,#96AC80,65,65,True
1192,Sousel,65,North Brazil,#96AC80,65,65,True
1193,Akotipa,65,North Brazil,#96AC80,65,65,True
1194,Mazagão,65,North Brazil,#96AC80,65,65,True
1195,Amajari,65,North Brazil,#96AC80,65,65,True
1196,Cochabamba,184,Bolivia,#C25E53,184,184,True
1197,Santa Cruz S.,184,Bolivia,#C25E53,184,184,True
1198,Trinidad,184,Bolivia,#C25E53,184,184,True
1199,Tarija,184,Bolivia,#C25E53,184,184,True
1200,Oruro,184,Bolivia,#C25E53,184,184,True
1201,Uyuni,184,Bolivia,#C25E53,184,184,True
1202,San Pablo,184,Bolivia,#C25E53,184,184,True
1203,Patacamaya,184,Bolivia,#C25E53,184,184,True
1204,Caranavi,184,Bolivia,#C25E53,184,184,True
1205,Rurrenabaque,184,Bolivia,#C25E53,184,184,True
1206,Sena,184,Bolivia,#C25E53,184,184,True
1207,Riberalta,184,Bolivia,#C25E53,184,184,True
1208,San Ramon,184,Bolivia,#C25E53,184,184,True
1209,Casarabe,184,Bolivia,#C25E53,184,184,True
1210,El Puente,184,Bolivia,#C25E53,184,184,True
1211,San José de Chiquitos,184,Bolivia,#C25E53,184,184,True
1212,Camiri,184,Bolivia,#C25E53,184,184,True
1213,Curichi,184,Bolivia,#C25E53,184,184,True
1214,Valle Grande,184,Bolivia,#C25E53,184,184,True
1215,Sucre,184,Bolivia,#C25E53,184,184,True
1216,Potosí,184,Bolivia,#C25E53,184,184,True
1217,Arcopongo,184,Bolivia,#C25E53,184,184,True
1218,Chimoré,184,Bolivia,#C25E53,184,184,True
1219,Felicidad,184,Bolivia,#C25E53,184,184,True
1220,San Juan (BO),184,Bolivia,#C25E53,184,184,True
1221,Goiânia,71,Goiás,#CEC06C,71,71,True
1222,Cuiabá,71,Goiás,#CEC06C,71,71,True
1223,Sinop,71,Goiás,#CEC06C,71,71,True
1224,Formosa,71,Goiás,#CEC06C,71,71,True
1225,Rodonópolis,71,Goiás,#CEC06C,71,71,True
1226,Cáceres (BR),71,Goiás,#CEC06C,71,71,True
1227,Nova Mutum,71,Goiás,#CEC06C,71,71,True
1228,Colíder,71,Goiás,#CEC06C,71,71,True
1229,Aripuanã,71,Goiás,#CEC06C,71,71,True
1230,Brasnorte,71,Goiás,#CEC06C,71,71,True
1231,Comodoro,71,Goiás,#CEC06C,71,71,True
1232,Tangará da Serra,71,Goiás,#CEC06C,71,71,True
1233,Xingu,71,Goiás,#CEC06C,71,71,True
1234,Confresa,71,Goiás,#CEC06C,71,71,True
1235,Sorriso,71,Goiás,#CEC06C,71,71,True
1236,Primavera do Leste,71,Goiás,#CEC06C,71,71,True
1237,Barra do Garças,71,Goiás,#CEC06C,71,71,True
1238,Rio Verde,71,Goiás,#CEC06C,71,71,True
1239,Catalão,71,Goiás,#CEC06C,71,71,True
1240,Porangatu,71,Goiás,#CEC06C,71,71,True
1241,Anápolis,71,Goiás,#CEC06C,71,71,True
1242,Quirinópolis,71,Goiás,#CEC06C,71,71,True
1243,Tanguro,71,Goiás,#CEC06C,71,71,True
1244,Queréncia,71,Goiás,#CEC06C,71,71,True
1245,Apiacás,71,Goiás,#CEC06C,71,71,True
1246,Juína,71,Goiás,#CEC06C,71,71,True
1247,Porto Alegre,75,South Brazil,#8CBF78,75,75,True
1248,Curitiba,75,South Brazil,#8CBF78,75,75,True
1249,Londrina,75,South Brazil,#8CBF78,75,75,True
1250,Cascavel,75,South Brazil,#8CBF78,75,75,True
1251,Pelotas,75,South Brazil,#8CBF78,75,75,True
1252,Gramado,75,South Brazil,#8CBF78,75,75,True
1253,Florianópolis,75,South Brazil,#8CBF78,75,75,True
1254,Maringá,75,South Brazil,#8CBF78,75,75,True
1255,Umuarama,75,South Brazil,#8CBF78,75,75,True
1256,Ponta Grossa,75,South Brazil,#8CBF78,75,75,True
1257,Guarapuava,75,South Brazil,#8CBF78,75,75,True
1258,Pato Branco,75,South Brazil,#8CBF78,75,75,True
1259,Apucarana,75,South Brazil,#8CBF78,75,75,True
1260,Caçador,75,South Brazil,#8CBF78,75,75,True
1261,Chapecó,75,South Brazil,#8CBF78,75,75,True
1262,Santa Cruz do Sul,75,South Brazil,#8CBF78,75,75,True
1263,Santa Maria,75,South Brazil,#8CBF78,75,75,True
1264,Alegrete,75,South Brazil,#8CBF78,75,75,True
1265,Passo Fundo,75,South Brazil,#8CBF78,75,75,True
1266,Santo Ângelo,75,South Brazil,#8CBF78,75,75,True
1267,Lages,75,South Brazil,#8CBF78,75,75,True
1268,Montevideo,76,Uruguay,#6DB3AF,76,76,True
1269,Melo,76,Uruguay,#6DB3AF,76,76,True
1270,Rocha,76,Uruguay,#6DB3AF,76,76,True
1271,Durazno,76,Uruguay,#6DB3AF,76,76,True
1272,Tacuarembó,76,Uruguay,#6DB3AF,76,76,True
1273,Campo Grande,72,Mato Grosso,#CAA473,72,72,True
1274,Dourados,72,Mato Grosso,#CAA473,72,72,True
1275,Miranda,72,Mato Grosso,#CAA473,72,72,True
1276,Coxim,72,Mato Grosso,#CAA473,72,72,True
1277,Água Clara,72,Mato Grosso,#CAA473,72,72,True
1278,Asunción,74,Paraguay,#619591,74,74,True
1279,San Ignacio (PY),74,Paraguay,#619591,74,74,True
1280,Caaguazú,74,Paraguay,#619591,74,74,True
1281,Concepción,74,Paraguay,#619591,74,74,True
1282,Loma Plata,74,Paraguay,#619591,74,74,True
1283,São Paulo,73,São Paulo,#A07F40,73,73,True
1284,Campinas,73,São Paulo,#A07F40,73,73,True
1285,Rio de Janeiro,73,São Paulo,#A07F40,73,73,True
1286,Montes Claros,73,São Paulo,#A07F40,73,73,True
1287,Vitória,73,São Paulo,#A07F40,73,73,True
1288,Belo Horizonte,73,São Paulo,#A07F40,73,73,True
1289,Ipatinga,73,São Paulo,#A07F40,73,73,True
1290,Bocaiúva,73,São Paulo,#A07F40,73,73,True
1291,Linhares,73,São Paulo,#A07F40,73,73,True
1292,Eunápolis,73,São Paulo,#A07F40,73,73,True
1293,Janaúba,73,São Paulo,#A07F40,73,73,True
1294,Unaí,73,São Paulo,#A07F40,73,73,True
1295,Paracatu,73,São Paulo,#A07F40,73,73,True
1296,Uberlândia,73,São Paulo,#A07F40,73,73,True
1297,Bauru,73,São Paulo,#A07F40,73,73,True
1298,Araçatuba,73,São Paulo,#A07F40,73,73,True
1299,Jales,73,São Paulo,#A07F40,73,73,True
1300,Uberaba,73,São Paulo,#A07F40,73,73,True
1301,Ribeirão Preto,73,São Paulo,#A07F40,73,73,True
1302,Ipateruna,73,São Paulo,#A07F40,73,73,True
1303,Juiz de fora,73,São Paulo,#A07F40,73,73,True
1304,Taubaté,73,São Paulo,#A07F40,73,73,True
1305,Volta Redonda,73,São Paulo,#A07F40,73,73,True
1306,Lavras,73,São Paulo,#A07F40,73,73,True
1307,Divinópolis,73,São Paulo,#A07F40,73,73,True
1308,Itaobim,73,São Paulo,#A07F40,73,73,True
1309,Arinos,73,São Paulo,#A07F40,73,73,True
1310,Salvador,68,East Brazil,#6C989C,68,68,True
1311,Barreiras,68,East Brazil,#6C989C,68,68,True
1312,Vitória d. C.,68,East Brazil,#6C989C,68,68,True
1313,Feira de Santana,68,East Brazil,#6C989C,68,68,True
1314,Jacobina,68,East Brazil,#6C989C,68,68,True
1315,Irecê,68,East Brazil,#6C989C,68,68,True
1316,Ibotirama,68,East Brazil,#6C989C,68,68,True
1317,Formosa do Rio Preto,68,East Brazil,#6C989C,68,68,True
1318,Correntina,68,East Brazil,#6C989C,68,68,True
1319,Guanambi,68,East Brazil,#6C989C,68,68,True
1320,Tremedal,68,East Brazil,#6C989C,68,68,True
1321,Brumado,68,East Brazil,#6C989C,68,68,True
1322,Itapetinga,68,East Brazil,#6C989C,68,68,True
1323,Belmonte,68,East Brazil,#6C989C,68,68,True
1324,Ilhéus,68,East Brazil,#6C989C,68,68,True
1325,Valença,68,East Brazil,#6C989C,68,68,True
1326,Jequié,68,East Brazil,#6C989C,68,68,True
1327,Remanso,68,East Brazil,#6C989C,68,68,True
1328,Senhor do Bonfim,68,East Brazil,#6C989C,68,68,True
1329,Serrinha,68,East Brazil,#6C989C,68,68,True
1330,Monte Santo,68,East Brazil,#6C989C,68,68,True
1331,Tilcara,77,North Argentina,#96A87D,77,77,True
1332,Las Lajitas,77,North Argentina,#96A87D,77,77,True
1333,San Juan (AR),77,North Argentina,#96A87D,77,77,True
1334,Oberá,77,North Argentina,#96A87D,77,77,True
1335,Resistencia,77,North Argentina,#96A87D,77,77,True
1336,San Luis,77,North Argentina,#96A87D,77,77,True
1337,Río Cuarto,77,North Argentina,#96A87D,77,77,True
1338,La Toma,77,North Argentina,#96A87D,77,77,True
1339,La Rioja,77,North Argentina,#96A87D,77,77,True
1340,Necochea,78,South Argentina,#CCB084,78,78,True
1341,Parana,77,North Argentina,#96A87D,77,77,True
1342,Villaguay,77,North Argentina,#96A87D,77,77,True
1343,Rosario,77,North Argentina,#96A87D,77,77,True
1344,Santiago del Estero,77,North Argentina,#96A87D,77,77,True
1345,Junín,77,North Argentina,#96A87D,77,77,True
1346,Huinca Renancó,77,North Argentina,#96A87D,77,77,True
1347,Monte Quemado,77,North Argentina,#96A87D,77,77,True
1348,Zapala,78,South Argentina,#CCB084,78,78,True
1349,Neuquén,78,South Argentina,#CCB084,78,78,True
1350,Lamarque,78,South Argentina,#CCB084,78,78,True
1351,San Carlos da Bariloche,78,South Argentina,#CCB084,78,78,True
1352,Río Gallegos,78,South Argentina,#CCB084,78,78,True
1353,Tres Lagos,78,South Argentina,#CCB084,78,78,True
1354,Puerto Deseado,78,South Argentina,#CCB084,78,78,True
1355,Perito Moreno,78,South Argentina,#CCB084,78,78,True
1356,Comodoro Riva.,78,South Argentina,#CCB084,78,78,True
1357,Río Mayo,78,South Argentina,#CCB084,78,78,True
1358,Garayalda,78,South Argentina,#CCB084,78,78,True
1359,Trelew,78,South Argentina,#CCB084,78,78,True
1360,Canguel,78,South Argentina,#CCB084,78,78,True
1361,Las Plumas,78,South Argentina,#CCB084,78,78,True
1362,San Antonio Oeste,78,South Argentina,#CCB084,78,78,True
1363,Esquel,78,South Argentina,#CCB084,78,78,True
1364,Tecka,78,South Argentina,#CCB084,78,78,True
1365,Cutral-Có,78,South Argentina,#CCB084,78,78,True
1366,Viedma,78,South Argentina,#CCB084,78,78,True
1367,Los Menucos,78,South Argentina,#CCB084,78,78,True
1368,Los Altares,78,South Argentina,#CCB084,78,78,True
1369,Boliche,78,South Argentina,#CCB084,78,78,True
1370,Rio Grande,78,South Argentina,#CCB084,78,78,True
1371,Santiago,79,Chile,#6691B1,79,79,True
1372,Temuco,79,Chile,#6691B1,79,79,True
1373,Punta Arenas,79,Chile,#6691B1,79,79,True
1374,Copiapó,79,Chile,#6691B1,79,79,True
1375,Iquique,79,Chile,#6691B1,79,79,True
1376,Puerto Aysen,79,Chile,#6691B1,79,79,True
1377,Tortel,79,Chile,#6691B1,79,79,True
1378,West Falkland,80,Falkland,#C08132,80,80,True
1379,East Falkland,80,Falkland,#C08132,80,80,True
1380,Isla Isabela,81,Galápagos,#C3B35B,81,81,True
1381,Santa Cruz,81,Galápagos,#C3B35B,81,81,True
1382,Fernandina,81,Galápagos,#C3B35B,81,81,True
1383,Kalomo,107,Northern Rhodesia,#EAD993,107,107,True
1384,Mongu,107,Northern Rhodesia,#EAD993,107,107,True
1385,Abercorn,107,Northern Rhodesia,#EAD993,107,107,True
1386,Broken Hill,107,Northern Rhodesia,#EAD993,107,107,True
1387,Zomba,107,Northern Rhodesia,#EAD993,107,107,True
1388,Nairobi,110,Kenya,#B19168,110,110,True
1389,Mwatate,110,Kenya,#B19168,110,110,True
1390,Kisumu,110,Kenya,#B19168,110,110,True
1391,Entebbe,110,Kenya,#B19168,110,110,True
1392,Wajir,110,Kenya,#B19168,110,110,True
1393,Marsabit,110,Kenya,#B19168,110,110,True
1394,Antsirane,108,Madagascar,#B03A47,108,108,True
1395,Cairo,97,Egypt,#CEC074,97,97,True
1396,Siwa,97,Egypt,#CEC074,97,97,True
1397,Sallum,97,Egypt,#CEC074,97,97,True
1398,Aswan,97,Egypt,#CEC074,97,97,True
1399,Kharga,97,Egypt,#CEC074,97,97,True
1400,Arish,97,Egypt,#CEC074,97,97,True
1401,Asyut,97,Egypt,#CEC074,97,97,True
1402,Papeete,185,Tahiti,#C15C4C,185,185,True
1403,Mo'orea,185,Tahiti,#C15C4C,185,185,True
1404,Cavalcante,71,Goiás,#CEC06C,71,71,True
1405,Morrinhos,71,Goiás,#CEC06C,71,71,True
1406,La Victoria,74,Paraguay,#619591,74,74,True
1407,Puerto Santa Cruz,78,South Argentina,#CCB084,78,78,True
1408,Capetown,105,South Africa,#9E7C29,105,105,True
1409,Port Elizabeth,105,South Africa,#9E7C29,105,105,True
1410,Cradock,105,South Africa,#9E7C29,105,105,True
1411,Worcester (ZA),105,South Africa,#9E7C29,105,105,True
1412,Johannesburg,105,South Africa,#9E7C29,105,105,True
1413,Pretoria,105,South Africa,#9E7C29,105,105,True
1414,Mafeking,105,South Africa,#9E7C29,105,105,True
1415,Bethlehem,105,South Africa,#9E7C29,105,105,True
1416,Ladysmith,105,South Africa,#9E7C29,105,105,True
1417,East London,105,South Africa,#9E7C29,105,105,True
1418,Springbok,105,South Africa,#9E7C29,105,105,True
1419,Calvinia,105,South Africa,#9E7C29,105,105,True
1420,Mossel Bay,105,South Africa,#9E7C29,105,105,True
1421,Victoria West,105,South Africa,#9E7C29,105,105,True
1422,Hopetown,105,South Africa,#9E7C29,105,105,True
1423,Bloemfontein,105,South Africa,#9E7C29,105,105,True
1424,Kimberley,105,South Africa,#9E7C29,105,105,True
1425,De Aar,105,South Africa,#9E7C29,105,105,True
1426,Mthatha,105,South Africa,#9E7C29,105,105,True
1427,Queenstown,105,South Africa,#9E7C29,105,105,True
1428,Durban,105,South Africa,#9E7C29,105,105,True
1429,Port Shepstone,105,South Africa,#9E7C29,105,105,True
1430,Windhoek,102,South West Africa,#64A273,102,102,True
1431,Rehoboth,102,South West Africa,#64A273,102,102,True
1432,Gobabis,102,South West Africa,#64A273,102,102,True
1433,Otavi,102,South West Africa,#64A273,102,102,True
1434,Grootfontein,102,South West Africa,#64A273,102,102,True
1435,Outjo,102,South West Africa,#64A273,102,102,True
1436,Kalkfontein,102,South West Africa,#64A273,102,102,True
1437,Keetmanshoop,102,South West Africa,#64A273,102,102,True
1438,Bethanie,102,South West Africa,#64A273,102,102,True
1439,Lüderitz,102,South West Africa,#64A273,102,102,True
1440,Walvis Bay,102,South West Africa,#64A273,102,102,True
1441,Solitaire,102,South West Africa,#64A273,102,102,True
1442,Oshakati,102,South West Africa,#64A273,102,102,True
1443,Torra Bay,102,South West Africa,#64A273,102,102,True
1444,Opuwo,102,South West Africa,#64A273,102,102,True
1445,Kapako,102,South West Africa,#64A273,102,102,True
1446,Okongo,102,South West Africa,#64A273,102,102,True
1447,Otjinene,102,South West Africa,#64A273,102,102,True
1448,Osire,102,South West Africa,#64A273,102,102,True
1449,Tsumeb,102,South West Africa,#64A273,102,102,True
1450,Otjimbingwe,102,South West Africa,#64A273,102,102,True
1451,Swakopmund,102,South West Africa,#64A273,102,102,True
1452,Luanda,101,Angola,#A9663A,101,101,True
1453,Lobito,101,Angola,#A9663A,101,101,True
1454,Cazombo,101,Angola,#A9663A,101,101,True
1455,Humbe,101,Angola,#A9663A,101,101,True
1456,Nova Lisboa,101,Angola,#A9663A,101,101,True
1457,Silva Porto,101,Angola,#A9663A,101,101,True
1458,Cassinga,101,Angola,#A9663A,101,101,True
1459,Sá da Bandeira,101,Angola,#A9663A,101,101,True
1460,Moçâmedes,101,Angola,#A9663A,101,101,True
1461,Barraca,101,Angola,#A9663A,101,101,True
1462,Ambriz,101,Angola,#A9663A,101,101,True
1463,Malanje,101,Angola,#A9663A,101,101,True
1464,Lourenço Marques,106,Mozambique,#6D7447,106,106,True
1465,Inhambane,106,Mozambique,#6D7447,106,106,True
1466,Zambezi,106,Mozambique,#6D7447,106,106,True
1467,Memba,106,Mozambique,#6D7447,106,106,True
1468,Sofala,106,Mozambique,#6D7447,106,106,True
1469,Igarassu,69,Pernambuco,#6C989C,69,69,True
1470,Serra Talhada,69,Pernambuco,#6C989C,69,69,True
1471,Nampula,106,Mozambique,#6D7447,106,106,True
1472,Quelimane,106,Mozambique,#6D7447,106,106,True
1473,Lichinga,106,Mozambique,#6D7447,106,106,True
1474,Tete,106,Mozambique,#6D7447,106,106,True
1475,Léopoldville,100,Belgian Congo,#88BAC4,100,100,True
1476,Ponta Delgada,25,Portugal,#8F7B44,25,25,True
1477,Basoko,100,Belgian Congo,#88BAC4,100,100,True
1478,Likasi,100,Belgian Congo,#88BAC4,100,100,True
1479,Buta,100,Belgian Congo,#88BAC4,100,100,True
1480,Niangara,100,Belgian Congo,#88BAC4,100,100,True
1481,Menonge,101,Angola,#A9663A,101,101,True
1482,Stanleyville,100,Belgian Congo,#88BAC4,100,100,True
1483,Gemena,100,Belgian Congo,#88BAC4,100,100,True
1484,Mbandaka,100,Belgian Congo,#88BAC4,100,100,True
1485,Lodja,100,Belgian Congo,#88BAC4,100,100,True
1486,Lusambo,100,Belgian Congo,#88BAC4,100,100,True
1487,Bukama,100,Belgian Congo,#88BAC4,100,100,True
1488,Kapanga,100,Belgian Congo,#88BAC4,100,100,True
1489,Kikwit,100,Belgian Congo,#88BAC4,100,100,True
1490,Matadi,100,Belgian Congo,#88BAC4,100,100,True
1491,Luebo,100,Belgian Congo,#88BAC4,100,100,True
1492,Bandundu,100,Belgian Congo,#88BAC4,100,100,True
1493,El Minya,97,Egypt,#CEC074,97,97,True
1494,Port Said,97,Egypt,#CEC074,97,97,True
1495,Mut,97,Egypt,#CEC074,97,97,True
1496,Alexandria,97,Egypt,#CEC074,97,97,True
